latitude,longitude,elevation_m
4.8163,-70.8644,92
4.8163,-70.661,164
4.8163,-70.4576,259
4.8163,-70.2542,89
4.8163,-70.0508,163
4.8163,-69.8475,45
4.8163,-69.6441,295
4.8163,-69.4407,296
4.8163,-69.2373,72
4.8163,-69.0339,160
4.8163,-68.8305,66
4.8163,-68.6271,196
4.8163,-68.4237,462
4.8163,-68.2203,227
4.8163,-68.0169,307
4.8163,-67.8136,182
4.8163,-67.6102,186
4.8163,-67.4068,282
4.8163,-67.2034,255
4.8163,-67.0,39
5.0408,-79.0,2264
5.0408,-78.7966,2471
5.0408,-78.5932,1599
5.0408,-78.3898,1905
5.0408,-78.1864,1713
5.0408,-77.9831,1565
5.0408,-77.7797,2365
5.0408,-77.5763,2282
5.0408,-77.3729,2371
5.0408,-77.1695,2513
5.0408,-76.9661,2642
5.0408,-76.7627,2054
5.0408,-76.5593,2108
5.0408,-76.3559,2414
5.0408,-76.1525,2600
5.0408,-75.9492,2211
5.0408,-75.7458,2445
5.0408,-75.5424,1676
5.0408,-75.339,1865
5.0408,-75.1356,1515
5.0408,-74.9322,779
5.0408,-74.7288,1134
5.0408,-74.5254,1444
5.0408,-74.322,863
5.0408,-74.1186,817
5.0408,-73.9153,1088
5.0408,-73.7119,1387
5.0408,-73.5085,1433
5.0408,-73.3051,1169
5.0408,-73.1017,686
5.0408,-72.8983,848
5.0408,-72.6949,1272
5.0408,-72.4915,842
5.0408,-72.2881,672
5.0408,-72.0847,1184
5.0408,-71.8814,128
5.0408,-71.678,245
5.0408,-71.4746,177
5.0408,-71.2712,132
5.0408,-71.0678,196
5.0408,-70.8644,251
5.0408,-70.661,185
5.0408,-70.4576,141
5.0408,-70.2542,208
5.0408,-70.0508,105
5.0408,-69.8475,0
5.0408,-69.6441,72
5.0408,-69.4407,331
5.0408,-69.2373,196
5.0408,-69.0339,255
5.0408,-68.8305,114
5.0408,-68.6271,319
5.0408,-68.4237,311
5.0408,-68.2203,344
5.0408,-68.0169,61
5.0408,-67.8136,215
5.0408,-67.6102,174
5.0408,-67.4068,331
5.0408,-67.2034,61
5.0408,-67.0,118
5.2653,-79.0,2886
5.2653,-78.7966,2747
5.2653,-78.5932,1755
5.2653,-78.3898,754
5.2653,-78.1864,2975
5.2653,-77.9831,1519
5.2653,-77.7797,3068
5.2653,-77.5763,2133
5.2653,-77.3729,2335
5.2653,-77.1695,2368
5.2653,-76.9661,1615
5.2653,-76.7627,2161
5.2653,-76.5593,1730
5.2653,-76.3559,1361
5.2653,-76.1525,1486
5.2653,-75.9492,1991
5.2653,-75.7458,2060
5.2653,-75.5424,1705
5.2653,-75.339,1685
5.2653,-75.1356,1637
5.2653,-74.9322,939
5.2653,-74.7288,1031
5.2653,-74.5254,1448
5.2653,-74.322,1383
5.2653,-74.1186,1402
5.2653,-73.9153,1249
5.2653,-73.7119,1102
5.2653,-73.5085,1256
5.2653,-73.3051,814
5.2653,-73.1017,1400
5.2653,-72.8983,789
5.2653,-72.6949,1513
5.2653,-72.4915,1509
5.2653,-72.2881,1527
5.2653,-72.0847,821
5.2653,-71.8814,106
5.2653,-71.678,345
5.2653,-71.4746,246
5.2653,-71.2712,305
5.2653,-71.0678,129
5.2653,-70.8644,196
5.2653,-70.661,248
5.2653,-70.4576,194
5.2653,-70.2542,190
5.2653,-70.0508,319
5.2653,-69.8475,100
5.2653,-69.6441,94
5.2653,-69.4407,191
5.2653,-69.2373,213
5.2653,-69.0339,66
5.2653,-68.8305,219
5.2653,-68.6271,245
5.2653,-68.4237,237
5.2653,-68.2203,424
5.2653,-68.0169,164
5.2653,-67.8136,57
5.2653,-67.6102,460
5.2653,-67.4068,268
5.2653,-67.2034,237
5.2653,-67.0,289
5.4898,-79.0,924
5.4898,-78.7966,1998
5.4898,-78.5932,1625
5.4898,-78.3898,1828
5.4898,-78.1864,2547
5.4898,-77.9831,1277
5.4898,-77.7797,2290
5.4898,-77.5763,1941
5.4898,-77.3729,2167
5.4898,-77.1695,2834
5.4898,-76.9661,1990
5.4898,-76.7627,2327
5.4898,-76.5593,1867
5.4898,-76.3559,2531
5.4898,-76.1525,1781
5.4898,-75.9492,2591
5.4898,-75.7458,1829
5.4898,-75.5424,2003
5.4898,-75.339,2345
5.4898,-75.1356,2282
5.4898,-74.9322,780
5.4898,-74.7288,371
5.4898,-74.5254,1013
5.4898,-74.322,1034
5.4898,-74.1186,1045
5.4898,-73.9153,637
5.4898,-73.7119,1156
5.4898,-73.5085,985
5.4898,-73.3051,1027
5.4898,-73.1017,1041
5.4898,-72.8983,1254
5.4898,-72.6949,894
5.4898,-72.4915,233
5.4898,-72.2881,1378
5.4898,-72.0847,1199
5.4898,-71.8814,355
5.4898,-71.678,224
5.4898,-71.4746,198
5.4898,-71.2712,219
5.4898,-71.0678,139
5.4898,-70.8644,312
5.4898,-70.661,129
5.4898,-70.4576,121
5.4898,-70.2542,215
5.4898,-70.0508,288
5.4898,-69.8475,240
5.4898,-69.6441,171
5.4898,-69.4407,152
5.4898,-69.2373,361
5.4898,-69.0339,326
5.4898,-68.8305,233
5.4898,-68.6271,259
5.4898,-68.4237,97
5.4898,-68.2203,98
5.4898,-68.0169,281
5.4898,-67.8136,207
5.4898,-67.6102,163
5.4898,-67.4068,103
5.4898,-67.2034,212
5.4898,-67.0,279
5.7143,-79.0,2459
5.7143,-78.7966,1826
5.7143,-78.5932,3021
5.7143,-78.3898,2010
5.7143,-78.1864,2118
5.7143,-77.9831,3087
5.7143,-77.7797,2032
5.7143,-77.5763,2081
5.7143,-77.3729,1589
5.7143,-77.1695,2323
5.7143,-76.9661,1422
5.7143,-76.7627,2932
5.7143,-76.5593,1940
5.7143,-76.3559,1898
5.7143,-76.1525,1341
5.7143,-75.9492,2055
5.7143,-75.7458,2151
5.7143,-75.5424,2256
5.7143,-75.339,2255
5.7143,-75.1356,2485
5.7143,-74.9322,1077
5.7143,-74.7288,593
5.7143,-74.5254,1156
5.7143,-74.322,757
5.7143,-74.1186,1567
5.7143,-73.9153,961
5.7143,-73.7119,1364
5.7143,-73.5085,417
5.7143,-73.3051,1215
5.7143,-73.1017,1022
5.7143,-72.8983,1136
5.7143,-72.6949,1329
5.7143,-72.4915,933
5.7143,-72.2881,986
5.7143,-72.0847,1022
5.7143,-71.8814,186
5.7143,-71.678,115
5.7143,-71.4746,277
5.7143,-71.2712,179
5.7143,-71.0678,137
5.7143,-70.8644,118
5.7143,-70.661,240
5.7143,-70.4576,140
5.7143,-70.2542,8
5.7143,-70.0508,242
5.7143,-69.8475,155
5.7143,-69.6441,322
5.7143,-69.4407,205
5.7143,-69.2373,524
5.7143,-69.0339,148
5.7143,-68.8305,226
5.7143,-68.6271,211
5.7143,-68.4237,256
5.7143,-68.2203,250
5.7143,-68.0169,146
5.7143,-67.8136,269
5.7143,-67.6102,0
5.7143,-67.4068,58
5.7143,-67.2034,336
5.7143,-67.0,346
5.9388,-79.0,2399
5.9388,-78.7966,1130
5.9388,-78.5932,1987
5.9388,-78.3898,2756
5.9388,-78.1864,1168
5.9388,-77.9831,1739
5.9388,-77.7797,1947
5.9388,-77.5763,1657
5.9388,-77.3729,2184
5.9388,-77.1695,2096
5.9388,-76.9661,2343
5.9388,-76.7627,1301
5.9388,-76.5593,1721
5.9388,-76.3559,2140
5.9388,-76.1525,984
5.9388,-75.9492,2627
5.9388,-75.7458,1587
5.9388,-75.5424,1421
5.9388,-75.339,2994
5.9388,-75.1356,2125
5.9388,-74.9322,610
5.9388,-74.7288,1042
5.9388,-74.5254,1103
5.9388,-74.322,741
5.9388,-74.1186,1002
5.9388,-73.9153,1427
5.9388,-73.7119,1346
5.9388,-73.5085,1095
5.9388,-73.3051,576
5.9388,-73.1017,990
5.9388,-72.8983,659
5.9388,-72.6949,454
5.9388,-72.4915,941
5.9388,-72.2881,647
5.9388,-72.0847,934
5.9388,-71.8814,47
5.9388,-71.678,284
5.9388,-71.4746,237
5.9388,-71.2712,110
5.9388,-71.0678,189
5.9388,-70.8644,133
5.9388,-70.661,156
5.9388,-70.4576,354
5.9388,-70.2542,247
5.9388,-70.0508,158
5.9388,-69.8475,171
5.9388,-69.6441,118
5.9388,-69.4407,156
5.9388,-69.2373,277
5.9388,-69.0339,423
5.9388,-68.8305,249
5.9388,-68.6271,82
5.9388,-68.4237,227
5.9388,-68.2203,393
5.9388,-68.0169,94
5.9388,-67.8136,287
5.9388,-67.6102,157
5.9388,-67.4068,170
5.9388,-67.2034,177
5.9388,-67.0,256
6.1633,-79.0,2038
6.1633,-78.7966,2434
6.1633,-78.5932,1196
6.1633,-78.3898,2662
6.1633,-78.1864,1844
6.1633,-77.9831,1319
6.1633,-77.7797,1923
6.1633,-77.5763,1889
6.1633,-77.3729,1107
6.1633,-77.1695,2391
6.1633,-76.9661,2123
6.1633,-76.7627,919
6.1633,-76.5593,2496
6.1633,-76.3559,1723
6.1633,-76.1525,1622
6.1633,-75.9492,3074
6.1633,-75.7458,2408
6.1633,-75.5424,1784
6.1633,-75.339,2785
6.1633,-75.1356,2017
6.1633,-74.9322,919
6.1633,-74.7288,512
6.1633,-74.5254,1133
6.1633,-74.322,792
6.1633,-74.1186,1032
6.1633,-73.9153,599
6.1633,-73.7119,1254
6.1633,-73.5085,1222
6.1633,-73.3051,852
6.1633,-73.1017,1255
6.1633,-72.8983,836
6.1633,-72.6949,1155
6.1633,-72.4915,995
6.1633,-72.2881,644
6.1633,-72.0847,533
6.1633,-71.8814,259
6.1633,-71.678,226
6.1633,-71.4746,173
6.1633,-71.2712,213
6.1633,-71.0678,202
6.1633,-70.8644,192
6.1633,-70.661,261
6.1633,-70.4576,230
6.1633,-70.2542,205
6.1633,-70.0508,421
6.1633,-69.8475,293
6.1633,-69.6441,349
6.1633,-69.4407,259
6.1633,-69.2373,167
6.1633,-69.0339,262
6.1633,-68.8305,345
6.1633,-68.6271,93
6.1633,-68.4237,440
6.1633,-68.2203,189
6.1633,-68.0169,312
6.1633,-67.8136,217
6.1633,-67.6102,163
6.1633,-67.4068,108
6.1633,-67.2034,222
6.1633,-67.0,244
6.3878,-79.0,2434
6.3878,-78.7966,2379
6.3878,-78.5932,1042
6.3878,-78.3898,1775
6.3878,-78.1864,2119
6.3878,-77.9831,1558
6.3878,-77.7797,1999
6.3878,-77.5763,1795
6.3878,-77.3729,1685
6.3878,-77.1695,2174
6.3878,-76.9661,1365
6.3878,-76.7627,2067
6.3878,-76.5593,2317
6.3878,-76.3559,1684
6.3878,-76.1525,1946
6.3878,-75.9492,2344
6.3878,-75.7458,1696
6.3878,-75.5424,1937
6.3878,-75.339,2453
6.3878,-75.1356,2363
6.3878,-74.9322,949
6.3878,-74.7288,682
6.3878,-74.5254,585
6.3878,-74.322,1078
6.3878,-74.1186,1017
6.3878,-73.9153,818
6.3878,-73.7119,1394
6.3878,-73.5085,697
6.3878,-73.3051,1170
6.3878,-73.1017,601
6.3878,-72.8983,671
6.3878,-72.6949,1023
6.3878,-72.4915,772
6.3878,-72.2881,110
6.3878,-72.0847,1496
6.3878,-71.8814,185
6.3878,-71.678,386
6.3878,-71.4746,128
6.3878,-71.2712,150
6.3878,-71.0678,106
6.3878,-70.8644,111
6.3878,-70.661,217
6.3878,-70.4576,20
6.3878,-70.2542,32
6.3878,-70.0508,101
6.3878,-69.8475,231
6.3878,-69.6441,225
6.3878,-69.4407,186
6.3878,-69.2373,95
6.3878,-69.0339,122
6.3878,-68.8305,134
6.3878,-68.6271,117
6.3878,-68.4237,258
6.3878,-68.2203,332
6.3878,-68.0169,239
6.3878,-67.8136,179
6.3878,-67.6102,239
6.3878,-67.4068,139
6.3878,-67.2034,65
6.3878,-67.0,358
6.6122,-79.0,2308
6.6122,-78.7966,1738
6.6122,-78.5932,2274
6.6122,-78.3898,1335
6.6122,-78.1864,2357
6.6122,-77.9831,1428
6.6122,-77.7797,2693
6.6122,-77.5763,2441
6.6122,-77.3729,1916
6.6122,-77.1695,2109
6.6122,-76.9661,1514
6.6122,-76.7627,1714
6.6122,-76.5593,1519
6.6122,-76.3559,1698
6.6122,-76.1525,2000
6.6122,-75.9492,2517
6.6122,-75.7458,1865
6.6122,-75.5424,1784
6.6122,-75.339,2275
6.6122,-75.1356,1277
6.6122,-74.9322,903
6.6122,-74.7288,1091
6.6122,-74.5254,1102
6.6122,-74.322,645
6.6122,-74.1186,744
6.6122,-73.9153,1863
6.6122,-73.7119,791
6.6122,-73.5085,1040
6.6122,-73.3051,1283
6.6122,-73.1017,950
6.6122,-72.8983,1423
6.6122,-72.6949,1132
6.6122,-72.4915,1530
6.6122,-72.2881,1518
6.6122,-72.0847,952
6.6122,-71.8814,374
6.6122,-71.678,120
6.6122,-71.4746,91
6.6122,-71.2712,357
6.6122,-71.0678,94
6.6122,-70.8644,303
6.6122,-70.661,204
6.6122,-70.4576,197
6.6122,-70.2542,96
6.6122,-70.0508,201
6.6122,-69.8475,116
6.6122,-69.6441,114
6.6122,-69.4407,94
6.6122,-69.2373,210
6.6122,-69.0339,298
6.6122,-68.8305,97
6.6122,-68.6271,122
6.6122,-68.4237,99
6.6122,-68.2203,226
6.6122,-68.0169,37
6.6122,-67.8136,226
6.6122,-67.6102,120
6.6122,-67.4068,297
6.6122,-67.2034,260
6.6122,-67.0,195
6.8367,-79.0,2467
6.8367,-78.7966,2220
6.8367,-78.5932,1725
6.8367,-78.3898,2486
6.8367,-78.1864,631
6.8367,-77.9831,2888
6.8367,-77.7797,4310
6.8367,-77.5763,1379
6.8367,-77.3729,2245
6.8367,-77.1695,2408
6.8367,-76.9661,1439
6.8367,-76.7627,1671
6.8367,-76.5593,1643
6.8367,-76.3559,1876
6.8367,-76.1525,1718
6.8367,-75.9492,2107
6.8367,-75.7458,1880
6.8367,-75.5424,1476
6.8367,-75.339,1133
6.8367,-75.1356,1656
6.8367,-74.9322,484
6.8367,-74.7288,715
6.8367,-74.5254,478
6.8367,-74.322,1003
6.8367,-74.1186,994
6.8367,-73.9153,747
6.8367,-73.7119,963
6.8367,-73.5085,1474
6.8367,-73.3051,662
6.8367,-73.1017,880
6.8367,-72.8983,1428
6.8367,-72.6949,946
6.8367,-72.4915,2133
6.8367,-72.2881,644
6.8367,-72.0847,1402
6.8367,-71.8814,177
6.8367,-71.678,276
6.8367,-71.4746,58
6.8367,-71.2712,163
6.8367,-71.0678,179
6.8367,-70.8644,304
6.8367,-70.661,97
6.8367,-70.4576,244
6.8367,-70.2542,126
6.8367,-70.0508,151
6.8367,-69.8475,88
6.8367,-69.6441,210
6.8367,-69.4407,213
6.8367,-69.2373,170
6.8367,-69.0339,93
6.8367,-68.8305,300
6.8367,-68.6271,347
6.8367,-68.4237,192
6.8367,-68.2203,158
6.8367,-68.0169,352
6.8367,-67.8136,184
6.8367,-67.6102,239
6.8367,-67.4068,159
6.8367,-67.2034,7
6.8367,-67.0,179
7.0612,-79.0,1936
7.0612,-78.7966,1549
7.0612,-78.5932,1381
7.0612,-78.3898,1610
7.0612,-78.1864,800
7.0612,-77.9831,2686
7.0612,-77.7797,2942
7.0612,-77.5763,2139
7.0612,-77.3729,1318
7.0612,-77.1695,2201
7.0612,-76.9661,1909
7.0612,-76.7627,2730
7.0612,-76.5593,1349
7.0612,-76.3559,2014
7.0612,-76.1525,2740
7.0612,-75.9492,2437
7.0612,-75.7458,2298
7.0612,-75.5424,2876
7.0612,-75.339,1898
7.0612,-75.1356,2309
7.0612,-74.9322,1051
7.0612,-74.7288,1613
7.0612,-74.5254,1150
7.0612,-74.322,722
7.0612,-74.1186,727
7.0612,-73.9153,1155
7.0612,-73.7119,1118
7.0612,-73.5085,784
7.0612,-73.3051,1361
7.0612,-73.1017,1400
7.0612,-72.8983,898
7.0612,-72.6949,775
7.0612,-72.4915,1432
7.0612,-72.2881,1095
7.0612,-72.0847,659
7.0612,-71.8814,208
7.0612,-71.678,185
7.0612,-71.4746,26
7.0612,-71.2712,146
7.0612,-71.0678,24
7.0612,-70.8644,284
7.0612,-70.661,266
7.0612,-70.4576,119
7.0612,-70.2542,246
7.0612,-70.0508,269
7.0612,-69.8475,164
7.0612,-69.6441,152
7.0612,-69.4407,57
7.0612,-69.2373,338
7.0612,-69.0339,59
7.0612,-68.8305,201
7.0612,-68.6271,227
7.0612,-68.4237,233
7.0612,-68.2203,121
7.0612,-68.0169,195
7.0612,-67.8136,245
7.0612,-67.6102,153
7.0612,-67.4068,259
7.0612,-67.2034,131
7.0612,-67.0,175
7.2857,-79.0,1545
7.2857,-78.7966,1356
7.2857,-78.5932,2084
7.2857,-78.3898,1514
7.2857,-78.1864,2387
7.2857,-77.9831,2248
7.2857,-77.7797,2219
7.2857,-77.5763,2419
7.2857,-77.3729,1778
7.2857,-77.1695,2400
7.2857,-76.9661,2390
7.2857,-76.7627,1615
7.2857,-76.5593,1796
7.2857,-76.3559,2210
7.2857,-76.1525,1972
7.2857,-75.9492,1615
7.2857,-75.7458,2503
7.2857,-75.5424,2055
7.2857,-75.339,2261
7.2857,-75.1356,1814
7.2857,-74.9322,820
7.2857,-74.7288,565
7.2857,-74.5254,906
7.2857,-74.322,666
7.2857,-74.1186,794
7.2857,-73.9153,1432
7.2857,-73.7119,567
7.2857,-73.5085,788
7.2857,-73.3051,897
7.2857,-73.1017,940
7.2857,-72.8983,1244
7.2857,-72.6949,947
7.2857,-72.4915,1101
7.2857,-72.2881,867
7.2857,-72.0847,1462
7.2857,-71.8814,147
7.2857,-71.678,24
7.2857,-71.4746,111
7.2857,-71.2712,215
7.2857,-71.0678,115
7.2857,-70.8644,154
7.2857,-70.661,398
7.2857,-70.4576,137
7.2857,-70.2542,228
7.2857,-70.0508,144
7.2857,-69.8475,198
7.2857,-69.6441,159
7.2857,-69.4407,288
7.2857,-69.2373,354
7.2857,-69.0339,60
7.2857,-68.8305,336
7.2857,-68.6271,279
7.2857,-68.4237,171
7.2857,-68.2203,362
7.2857,-68.0169,256
7.2857,-67.8136,80
7.2857,-67.6102,158
7.2857,-67.4068,281
7.2857,-67.2034,55
7.2857,-67.0,148
7.5102,-79.0,1632
7.5102,-78.7966,1770
7.5102,-78.5932,2233
7.5102,-78.3898,1666
7.5102,-78.1864,1311
7.5102,-77.9831,2225
7.5102,-77.7797,1735
7.5102,-77.5763,905
7.5102,-77.3729,2230
7.5102,-77.1695,1906
7.5102,-76.9661,1485
7.5102,-76.7627,2407
7.5102,-76.5593,1806
7.5102,-76.3559,1151
7.5102,-76.1525,1825
7.5102,-75.9492,1566
7.5102,-75.7458,2653
7.5102,-75.5424,2341
7.5102,-75.339,2640
7.5102,-75.1356,1766
7.5102,-74.9322,56
7.5102,-74.7288,1148
7.5102,-74.5254,800
7.5102,-74.322,589
7.5102,-74.1186,1069
7.5102,-73.9153,977
7.5102,-73.7119,823
7.5102,-73.5085,1458
7.5102,-73.3051,875
7.5102,-73.1017,545
7.5102,-72.8983,1017
7.5102,-72.6949,751
7.5102,-72.4915,809
7.5102,-72.2881,1004
7.5102,-72.0847,636
7.5102,-71.8814,222
7.5102,-71.678,218
7.5102,-71.4746,267
7.5102,-71.2712,102
7.5102,-71.0678,153
7.5102,-70.8644,186
7.5102,-70.661,189
7.5102,-70.4576,0
7.5102,-70.2542,368
7.5102,-70.0508,281
7.5102,-69.8475,279
7.5102,-69.6441,295
7.5102,-69.4407,172
7.5102,-69.2373,278
7.5102,-69.0339,205
7.5102,-68.8305,249
7.5102,-68.6271,353
7.5102,-68.4237,226
7.5102,-68.2203,213
7.5102,-68.0169,154
7.5102,-67.8136,225
7.5102,-67.6102,249
7.5102,-67.4068,183
7.5102,-67.2034,225
7.5102,-67.0,291
7.7347,-79.0,2154
7.7347,-78.7966,1376
7.7347,-78.5932,2071
7.7347,-78.3898,1724
7.7347,-78.1864,1931
7.7347,-77.9831,2243
7.7347,-77.7797,2310
7.7347,-77.5763,2247
7.7347,-77.3729,2598
7.7347,-77.1695,2331
7.7347,-76.9661,2252
7.7347,-76.7627,2844
7.7347,-76.5593,1743
7.7347,-76.3559,2468
7.7347,-76.1525,1673
7.7347,-75.9492,2192
7.7347,-75.7458,1495
7.7347,-75.5424,2236
7.7347,-75.339,2157
7.7347,-75.1356,2078
7.7347,-74.9322,1210
7.7347,-74.7288,1433
7.7347,-74.5254,1104
7.7347,-74.322,797
7.7347,-74.1186,620
7.7347,-73.9153,1376
7.7347,-73.7119,492
7.7347,-73.5085,1051
7.7347,-73.3051,1310
7.7347,-73.1017,520
7.7347,-72.8983,1059
7.7347,-72.6949,1779
7.7347,-72.4915,1147
7.7347,-72.2881,1140
7.7347,-72.0847,1237
7.7347,-71.8814,64
7.7347,-71.678,333
7.7347,-71.4746,7
7.7347,-71.2712,240
7.7347,-71.0678,376
7.7347,-70.8644,118
7.7347,-70.661,234
7.7347,-70.4576,191
7.7347,-70.2542,221
7.7347,-70.0508,428
7.7347,-69.8475,232
7.7347,-69.6441,241
7.7347,-69.4407,78
7.7347,-69.2373,236
7.7347,-69.0339,223
7.7347,-68.8305,0
7.7347,-68.6271,158
7.7347,-68.4237,347
7.7347,-68.2203,109
7.7347,-68.0169,194
7.7347,-67.8136,357
7.7347,-67.6102,229
7.7347,-67.4068,441
7.7347,-67.2034,224
7.7347,-67.0,270
7.9592,-79.0,1521
7.9592,-78.7966,2039
7.9592,-78.5932,2364
7.9592,-78.3898,2054
7.9592,-78.1864,1859
7.9592,-77.9831,2785
7.9592,-77.7797,1807
7.9592,-77.5763,2485
7.9592,-77.3729,2397
7.9592,-77.1695,2462
7.9592,-76.9661,1451
7.9592,-76.7627,2569
7.9592,-76.5593,1615
7.9592,-76.3559,2293
7.9592,-76.1525,1264
7.9592,-75.9492,1017
7.9592,-75.7458,1935
7.9592,-75.5424,2208
7.9592,-75.339,3165
7.9592,-75.1356,2020
7.9592,-74.9322,1390
7.9592,-74.7288,1122
7.9592,-74.5254,803
7.9592,-74.322,587
7.9592,-74.1186,934
7.9592,-73.9153,454
7.9592,-73.7119,1223
7.9592,-73.5085,907
7.9592,-73.3051,1248
7.9592,-73.1017,911
7.9592,-72.8983,1256
7.9592,-72.6949,1320
7.9592,-72.4915,726
7.9592,-72.2881,1042
7.9592,-72.0847,184
7.9592,-71.8814,140
7.9592,-71.678,98
7.9592,-71.4746,249
7.9592,-71.2712,363
7.9592,-71.0678,232
7.9592,-70.8644,114
7.9592,-70.661,326
7.9592,-70.4576,363
7.9592,-70.2542,47
7.9592,-70.0508,132
7.9592,-69.8475,126
7.9592,-69.6441,146
7.9592,-69.4407,136
7.9592,-69.2373,307
7.9592,-69.0339,271
7.9592,-68.8305,393
7.9592,-68.6271,186
7.9592,-68.4237,147
7.9592,-68.2203,286
7.9592,-68.0169,55
7.9592,-67.8136,246
7.9592,-67.6102,293
7.9592,-67.4068,132
7.9592,-67.2034,334
7.9592,-67.0,177
8.1837,-79.0,2495
8.1837,-78.7966,2051
8.1837,-78.5932,2386
8.1837,-78.3898,2310
8.1837,-78.1864,1887
8.1837,-77.9831,1920
8.1837,-77.7797,1010
8.1837,-77.5763,1203
8.1837,-77.3729,2852
8.1837,-77.1695,2272
8.1837,-76.9661,2851
8.1837,-76.7627,2581
8.1837,-76.5593,2383
8.1837,-76.3559,2273
8.1837,-76.1525,1255
8.1837,-75.9492,1397
8.1837,-75.7458,2624
8.1837,-75.5424,1580
8.1837,-75.339,1138
8.1837,-75.1356,2206
8.1837,-74.9322,1317
8.1837,-74.7288,1102
8.1837,-74.5254,982
8.1837,-74.322,437
8.1837,-74.1186,1308
8.1837,-73.9153,927
8.1837,-73.7119,972
8.1837,-73.5085,993
8.1837,-73.3051,934
8.1837,-73.1017,1034
8.1837,-72.8983,961
8.1837,-72.6949,1153
8.1837,-72.4915,928
8.1837,-72.2881,1153
8.1837,-72.0847,1032
8.1837,-71.8814,134
8.1837,-71.678,218
8.1837,-71.4746,141
8.1837,-71.2712,121
8.1837,-71.0678,236
8.1837,-70.8644,291
8.1837,-70.661,68
8.1837,-70.4576,188
8.1837,-70.2542,316
8.1837,-70.0508,156
8.1837,-69.8475,203
8.1837,-69.6441,162
8.1837,-69.4407,196
8.1837,-69.2373,251
8.1837,-69.0339,153
8.1837,-68.8305,174
8.1837,-68.6271,218
8.1837,-68.4237,180
8.1837,-68.2203,323
8.1837,-68.0169,163
8.1837,-67.8136,239
8.1837,-67.6102,163
8.1837,-67.4068,214
8.1837,-67.2034,4
8.1837,-67.0,259
8.4082,-79.0,2112
8.4082,-78.7966,1514
8.4082,-78.5932,2655
8.4082,-78.3898,1573
8.4082,-78.1864,1784
8.4082,-77.9831,3116
8.4082,-77.7797,2184
8.4082,-77.5763,2017
8.4082,-77.3729,2200
8.4082,-77.1695,3000
8.4082,-76.9661,2424
8.4082,-76.7627,1973
8.4082,-76.5593,1776
8.4082,-76.3559,2073
8.4082,-76.1525,1535
8.4082,-75.9492,1259
8.4082,-75.7458,1519
8.4082,-75.5424,1718
8.4082,-75.339,1267
8.4082,-75.1356,2322
8.4082,-74.9322,716
8.4082,-74.7288,1254
8.4082,-74.5254,806
8.4082,-74.322,819
8.4082,-74.1186,1285
8.4082,-73.9153,1269
8.4082,-73.7119,1098
8.4082,-73.5085,749
8.4082,-73.3051,1332
8.4082,-73.1017,1058
8.4082,-72.8983,589
8.4082,-72.6949,962
8.4082,-72.4915,690
8.4082,-72.2881,1059
8.4082,-72.0847,739
8.4082,-71.8814,238
8.4082,-71.678,92
8.4082,-71.4746,56
8.4082,-71.2712,191
8.4082,-71.0678,348
8.4082,-70.8644,0
8.4082,-70.661,45
8.4082,-70.4576,96
8.4082,-70.2542,255
8.4082,-70.0508,117
8.4082,-69.8475,205
8.4082,-69.6441,233
8.4082,-69.4407,282
8.4082,-69.2373,123
8.4082,-69.0339,258
8.4082,-68.8305,185
8.4082,-68.6271,78
8.4082,-68.4237,304
8.4082,-68.2203,337
8.4082,-68.0169,240
8.4082,-67.8136,277
8.4082,-67.6102,124
8.4082,-67.4068,325
8.4082,-67.2034,189
8.4082,-67.0,291
8.6327,-79.0,1909
8.6327,-78.7966,2028
8.6327,-78.5932,1885
8.6327,-78.3898,2036
8.6327,-78.1864,2466
8.6327,-77.9831,2322
8.6327,-77.7797,1544
8.6327,-77.5763,2140
8.6327,-77.3729,1874
8.6327,-77.1695,1687
8.6327,-76.9661,1077
8.6327,-76.7627,2886
8.6327,-76.5593,1802
8.6327,-76.3559,1386
8.6327,-76.1525,2359
8.6327,-75.9492,1095
8.6327,-75.7458,1702
8.6327,-75.5424,831
8.6327,-75.339,2509
8.6327,-75.1356,1813
8.6327,-74.9322,1031
8.6327,-74.7288,1237
8.6327,-74.5254,1490
8.6327,-74.322,623
8.6327,-74.1186,822
8.6327,-73.9153,956
8.6327,-73.7119,652
8.6327,-73.5085,997
8.6327,-73.3051,893
8.6327,-73.1017,1378
8.6327,-72.8983,1841
8.6327,-72.6949,599
8.6327,-72.4915,996
8.6327,-72.2881,816
8.6327,-72.0847,1307
8.6327,-71.8814,219
8.6327,-71.678,164
8.6327,-71.4746,245
8.6327,-71.2712,79
8.6327,-71.0678,237
8.6327,-70.8644,0
8.6327,-70.661,355
8.6327,-70.4576,217
8.6327,-70.2542,223
8.6327,-70.0508,286
8.6327,-69.8475,82
8.6327,-69.6441,136
8.6327,-69.4407,108
8.6327,-69.2373,322
8.6327,-69.0339,114
8.6327,-68.8305,297
8.6327,-68.6271,186
8.6327,-68.4237,0
8.6327,-68.2203,223
8.6327,-68.0169,335
8.6327,-67.8136,51
8.6327,-67.6102,401
8.6327,-67.4068,393
8.6327,-67.2034,120
8.6327,-67.0,242
8.8571,-79.0,1441
8.8571,-78.7966,2763
8.8571,-78.5932,2125
8.8571,-78.3898,1082
8.8571,-78.1864,1964
8.8571,-77.9831,451
8.8571,-77.7797,1590
8.8571,-77.5763,3436
